Compound_Id|Batch_No|Well_Id|Conc_uM|Rel_Cell_Count|Induction|Cluster_AKT_PI3K_MTOR|Cluster_Aurora|Cluster_BET|Cluster_DNA_Synthesis|Cluster_HDAC|Cluster_HSP90|Cluster_L/CH|Cluster_Protein_Synthesis|Cluster_Tubulin|Cluster_Uncoupling|Cluster_High|Cluster_Sim|Trivial_Name|Chiral|Smiles
247100|2|247100:02:05_10.00|10|84|55.4|0|0|25.8|0|23|14.1|31.7|31.9|36.7|5.6|Tubulin|36.7|Dequalinium dichloride|False|Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
247100|2|247100:02:05_30.00|30|83|59.1|0|0|44.5|0|39.6|7.4|43.9|47.9|53.5|25.7|Tubulin|53.5|Dequalinium dichloride|False|Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
247101|1|247101:01:04_10.00|10|99|27.5|0|0|60.2|0|59.5|13.2|90.8|26.9|57.9|30.9|LCH|90.8|Ketoconazole|False|CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
247101|1|247101:01:04_30.00|30|102|70.6|0|0|79.3|0|73.8|9|94.4|51.4|69.5|53.7|LCH|94.4|Ketoconazole|False|CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
247101|2|247101:02:03_10.00|10|92|21.4|0|0|59.6|0|59.1|15.4|90.6|24.3|55.1|31.6|LCH|90.6|Ketoconazole|False|CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
247101|2|247101:02:03_30.00|30|84|80.5|0|0|73.6|0|75.1|29.7|87|52.4|71.2|53.5|LCH|87|Ketoconazole|False|CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
247104|1|247104:01:04_10.00|10|93|6|33.6|0|47.2|0|37.9|36.5|64|43|56.4|58.5|LCH|64|Terbutaline hemisulfate|False|CC(C)(C)NCC(O)c1cc(O)cc(O)c1
247104|1|247104:01:04_30.00|30|100|5.9|0|0|62.7|0|50.6|7.9|64.8|49.5|66.9|54|Tubulin|66.9|Terbutaline hemisulfate|False|CC(C)(C)NCC(O)c1cc(O)cc(O)c1
247104|2|247104:02:03_10.00|10|99|13.1|0|0|65.9|0|62.2|25.7|73.8|55.1|70.5|46.5|LCH|73.8|Terbutaline hemisulfate|False|CC(C)(C)NCC(O)c1cc(O)cc(O)c1
247104|2|247104:02:03_30.00|30|93|21.1|0|0|59.4|0|50.4|22.2|63.2|61.3|69.7|54.2|Tubulin|69.7|Terbutaline hemisulfate|False|CC(C)(C)NCC(O)c1cc(O)cc(O)c1
247107|1|247107:01:04_30.00|30|62|24.2|21.6|55.5|0|79.9|0|18.9|0|0|0|0|DNA_Synth|79.9|Etoposide|True|COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
247108|1|247108:01:07_01.00|1|101|17.3|0|0|56.8|0|59.5|34.2|71|43.8|57.7|38.8|LCH|71|Enclomiphene (citrate)|False|CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
247108|1|247108:01:07_03.00|3|99|60.6|0|0|75.9|0|75.3|11.4|94.7|55.5|67.9|44.2|LCH|94.7|Enclomiphene (citrate)|False|CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
247108|1|247108:01:04_10.00|10|100|84.3|0|0|84.1|0|81.2|11.5|88.9|68.9|77.7|60.5|LCH|88.9|Enclomiphene (citrate)|False|CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1
247109|1|247109:01:04_10.00|10|97|69.3|0|0|85|0|81.9|18.3|90.3|66.8|77.5|61.8|LCH|90.3|Prochlorperazine dimaleate|False|CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
247109|1|247109:01:04_30.00|30|102|78.8|0|0|76.4|0|72.6|9.9|92.6|47.8|70.6|51.1|LCH|92.6|Prochlorperazine dimaleate|False|CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
247122|1|247122:01:14_03.00|3|105|47.5|0|0|74.4|0|76.3|17.6|90.2|53.7|69.7|43.6|LCH|90.2|Suloctidil|True|CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1
247127|1|247127:01:04_10.00|10|84|24.7|53.6|0|1.6|32.7|0|47.4|11.2|18.6|23|46.4|AKT_PI3K_MTOR|53.6|Cyclosporin A|True|C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
247127|1|247127:01:04_30.00|30|85|11.4|15.1|23.7|0|49.9|0|52.2|0|1.5|0|0|HSP90|52.2|Cyclosporin A|True|C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C
247128|1|247128:01:07_01.00|1|68|11.2|2.9|0.3|16.7|0|19.4|21|0.6|54.2|35.1|36|Protein_Synth|54.2|Digitoxigenin|True|C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O
247128|1|247128:01:07_03.00|3|53|42.8|0|0|62.5|0|69.1|2.4|32.8|71.6|65.8|48.9|Protein_Synth|71.6|Digitoxigenin|True|C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O
247128|1|247128:01:04_10.00|10|55|31.1|0|33.2|9.8|0|18.5|0|0|13.7|14.8|0|Aurora|33.2|Digitoxigenin|True|C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O
247132|1|247132:01:04_10.00|10|101|22.1|0|0|66.9|0|64.9|0|90.9|30.4|58.6|36.8|LCH|90.9|Epiandrosterone|True|C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O
247132|1|247132:01:04_30.00|30|97|14.7|0|0|62.5|0|63.6|3.1|89|25.7|61.2|32.8|LCH|89|Epiandrosterone|True|C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H](O)CC[C@@]43C)[C@@H]1CCC2=O
247133|1|247133:01:04_30.00|30|84|20.2|0|0|71.8|0|64.3|15.8|55.3|39.9|87.5|54.2|Tubulin|87.5|Estradiol|True|C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
247135|1|247135:01:04_10.00|10|90|33.9|0|0|77.6|0|74.8|0.8|90.4|49.4|66.9|48.1|LCH|90.4|Cyclobenzaprine (hydrochloride)|False|CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
247135|1|247135:01:04_30.00|30|95|64.1|0|0|74.8|0|74.5|15.8|95.1|43.2|72|47.7|LCH|95.1|Cyclobenzaprine (hydrochloride)|False|CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
247135|2|247135:02:03_10.00|10|103|37|0|0|79.4|0|77.1|9.2|94.4|49|67.4|46.3|LCH|94.4|Cyclobenzaprine (hydrochloride)|False|CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
247135|2|247135:02:03_30.00|30|85|81.5|0|0|75.3|0|72.8|14.8|90.6|49.1|72.2|47.5|LCH|90.6|Cyclobenzaprine (hydrochloride)|False|CN(C)CCC=C1c2ccccc2C=Cc2ccccc21
247141|1|247141:01:04_30.00|30|98|31.3|0|0|47.7|0|42.2|26.8|67.1|33.3|53.7|25.4|LCH|67.1|Meclizine hydrochloride|False|Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
247145|1|247145:01:04_30.00|30|96|10|0|0|48.3|0|46.8|19.1|73|20.8|52.5|14.1|LCH|73|Brompheniramine (maleate)|False|CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
247146|1|247146:01:04_10.00|10|97|10.4|48.4|0|18.3|36.7|9.2|26.6|36|36.9|31.5|50.6|Uncoupler|50.6|Primaquine diphosphate|False|COc1cc(NC(C)CCCN)c2ncccc2c1
247146|1|247146:01:04_30.00|30|50|80|0|0|57.5|0|59.8|29.7|62.8|58.8|64.8|45.7|Tubulin|64.8|Primaquine diphosphate|False|COc1cc(NC(C)CCCN)c2ncccc2c1
247147|1|247147:01:04_30.00|30|98|34.7|0|0|59.1|0|59.7|24.4|83.2|24.6|61.6|41.8|LCH|83.2|Progesterone|True|CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
247148|1|247148:01:04_30.00|30|102|42.1|0|0|71.3|0|66.4|18.7|85.9|43.9|67.5|41.3|LCH|85.9|Dicyclomine hydrochloride|False|CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
247148|2|247148:02:03_30.00|30|97|58.7|0|0|79.2|0|78.8|24|83.2|54.7|72.9|44.5|LCH|83.2|Dicyclomine hydrochloride|False|CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1
247154|1|247154:01:04_10.00|10|97|7.6|15|8.2|0|27.9|0|25.2|13.3|0|0|0|DNA_Synth|27.9|Artemisinin|True|C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4
247154|1|247154:01:04_30.00|30|89|6.6|6.4|11.7|0|24.5|0|25|16.9|15.6|7.2|0|HSP90|25|Artemisinin|True|C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4
247155|1|247155:01:04_10.00|10|92|32.8|0|0|78.4|0|77.6|9.4|90.1|42.2|69|39.2|LCH|90.1|Propafenone hydrochloride|False|CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
247155|1|247155:01:04_30.00|30|93|78.4|0|0|73|0|72.3|17.8|95.5|42.7|70.5|45.8|LCH|95.5|Propafenone hydrochloride|False|CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
247155|2|247155:02:03_10.00|10|105|20.4|0|0|61.2|0|56.7|3|86.9|15.7|53.1|24.9|LCH|86.9|Propafenone hydrochloride|False|CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
247155|2|247155:02:03_30.00|30|100|72.7|0|0|62.9|0|64.2|25.5|85.5|38.2|63|37.6|LCH|85.5|Propafenone hydrochloride|False|CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1
247159|1|247159:01:04_10.00|10|107|7.3|0|0|66.5|0|59.6|1.5|61|43.1|57.5|42.2|BET|66.5|Biperiden hydrochloride|False|OC(CCN1CCCCC1)(c1ccccc1)C1C[C@@H]2C=C[C@H]1C2
247159|1|247159:01:04_30.00|30|104|34.7|0|0|68.5|0|70.1|31|76.8|43|69.6|47.9|LCH|76.8|Biperiden hydrochloride|False|OC(CCN1CCCCC1)(c1ccccc1)C1C[C@@H]2C=C[C@H]1C2
247161|1|247161:01:04_10.00|10|102|8.8|0|0|67.3|0|57.2|13.4|78.9|46.2|68|54.3|LCH|78.9|Metaproterenol (hemisulfate)|False|CC(C)NCC(O)c1cc(O)cc(O)c1
247161|1|247161:01:04_30.00|30|102|7.6|0|0|59.6|0|53.3|25|72.6|52.7|64.9|48.3|LCH|72.6|Metaproterenol (hemisulfate)|False|CC(C)NCC(O)c1cc(O)cc(O)c1
247164|1|247164:01:10_03.00|3|96|10.9|0|0|70|0|72.6|27.6|86.3|34.2|68.6|38.3|LCH|86.3|Bromperidol|False|O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
247164|1|247164:01:04_10.00|10|101|60.1|0|0|80.6|0|80.2|10|96.8|50.1|69.9|46|LCH|96.8|Bromperidol|False|O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1
247165|2|247165:02:03_10.00|10|101|47.5|0|0|76.5|0|72.8|8.5|96.2|41.3|66.9|46.6|LCH|96.2|Fluoxetine hydrochloride, Prozac|False|CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
247165|4|247165:04:03_10.00|10|90|33.7|0|0|75.7|0|75.3|7.9|92.8|51.7|64.9|49|LCH|92.8|Fluoxetine hydrochloride, Prozac|False|CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
247167|1|247167:01:04_10.00|10|100|7.3|0|0|75.7|0|68.7|19.4|78.5|42.8|69.4|49.9|LCH|78.5|Lovastatin|True|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
247167|11|247167:11:04_06.00|6|97|53.4|0|0|90.7|0|85.3|21|70.1|79.6|85.3|68.3|BET|90.7|Lovastatin|True|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
247167|11|247167:11:04_10.00|10|104|50.3|0|0|89.6|0|87.1|21.4|68.3|73.3|84.2|68.3|BET|89.6|Lovastatin|True|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
247168|1|247168:01:04_30.00|30|87|21.9|3|0|65|0|64.9|51|70.8|41.6|70.1|55.6|LCH|70.8|Budesonide|True|CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
247177|1|247177:01:04_10.00|10|95|41.5|0|0|80.4|0|76.6|0|91.8|51.2|67.5|53|LCH|91.8|Triflupromazine (hydrochloride)|False|CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
247177|2|247177:02:03_10.00|10|100|45.3|0|0|78.2|0|75.9|10.1|97.5|46.1|66.5|46.4|LCH|97.5|Triflupromazine (hydrochloride)|False|CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
247178|1|247178:01:04_10.00|10|94|18.1|0|0|64.4|0|68.1|20.9|87.2|36.4|60.5|27.3|LCH|87.2|Pirenperone, R-47,465|False|Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1
247178|1|247178:01:04_30.00|30|93|27.5|0|0|44.9|0|53.6|37.4|65.1|27.3|53.4|17.2|LCH|65.1|Pirenperone, R-47,465|False|Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1
247178|2|247178:02:03_10.00|10|104|15.2|0|0|68.7|0|66.2|4.8|89.4|40|61.8|35.4|LCH|89.4|Pirenperone, R-47,465|False|Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1
247178|2|247178:02:03_30.00|30|103|37.8|0|0|62.6|0|65.2|29.4|88.8|33.3|62.6|30.1|LCH|88.8|Pirenperone, R-47,465|False|Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1
247186|1|247186:01:04_10.00|10|82|37.8|51.6|13.9|0|97.9|0|0|0|0|0|0|DNA_Synth|97.9|Ciclopirox (olamine)|False|Cc1cc(C2CCCCC2)n(O)c(=O)c1
247186|1|247186:01:04_30.00|30|70|51.8|23.4|15.2|0|81.8|0|17.8|8.4|0|0|0|DNA_Synth|81.8|Ciclopirox (olamine)|False|Cc1cc(C2CCCCC2)n(O)c(=O)c1
247186|3|247186:03:04_10.00|10|75|32.3|45.4|11.7|0|88.7|0|0|0|0|0|0|DNA_Synth|88.7|Ciclopirox (olamine)|False|Cc1cc(C2CCCCC2)n(O)c(=O)c1
247186|3|247186:03:04_30.00|30|75|59.2|34.4|3.1|0|83.9|0|9.1|13.8|0|0|0|DNA_Synth|83.9|Ciclopirox (olamine)|False|Cc1cc(C2CCCCC2)n(O)c(=O)c1
247186|3|247186:03:04_50.00|50|72|64.8|25.8|8.3|0|78.1|0|14|18.9|0|4.6|0|DNA_Synth|78.1|Ciclopirox (olamine)|False|Cc1cc(C2CCCCC2)n(O)c(=O)c1
247190|1|247190:01:06_10.00|10|107|9.5|0|0|44.4|1.1|43.7|0|73.9|0|38|18.9|LCH|73.9|Pregnenolone|True|CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
247192|1|247192:01:08_02.00|2|96|12.4|0|2|31.2|0|37.2|0|16.2|0|5.2|0|HDAC|37.2|Parthenolide|True|C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@H]21
247192|1|247192:01:05_10.00|10|57|44.4|0|3.7|70.1|0|71.8|12.4|59.5|52.9|78.7|45.8|Tubulin|78.7|Parthenolide|True|C=C1C(=O)O[C@H]2[C@H]1CC/C(C)=C/CC[C@@]1(C)O[C@H]21
247195|1|247195:01:04_30.00|30|97|29.9|0|0|61.5|0|64.3|31.2|83.8|41.1|66.1|35.7|LCH|83.8|Tetracaine hydrochloride|False|CCCCNc1ccc(C(=O)OCCN(C)C)cc1
247195|2|247195:02:03_30.00|30|99|38|0|0|84.4|0|77.9|4|84.3|51.6|85.9|49.6|Tubulin|85.9|Tetracaine hydrochloride|False|CCCCNc1ccc(C(=O)OCCN(C)C)cc1
247196|1|247196:01:04_10.00|10|102|21.8|0|0|71.2|0|72.2|14.8|83.6|36.2|56.7|47.4|LCH|83.6|Acepromazine maleate|False|CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
247196|1|247196:01:04_30.00|30|105|63.6|0|0|73.6|0|70.6|12.1|94.4|40.6|66.8|45.4|LCH|94.4|Acepromazine maleate|False|CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
247197|1|247197:01:04_10.00|10|102|30.4|0|0|68.9|0|69|36.6|72.4|41.8|68|47.3|LCH|72.4|Oxethazaine|False|CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1
247197|1|247197:01:04_30.00|30|97|79.3|0|0|81.3|0|76.3|24.8|79.8|71|77|69|BET|81.3|Oxethazaine|False|CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1
247198|2|247198:02:03_30.00|30|101|6|0|0|66.1|0|59.1|25.6|76.2|37.2|69.5|35|LCH|76.2|Papaverine hydrochloride|False|COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC
247200|1|247200:01:04_10.00|10|99|8.3|1|0|57.5|0|52|10.5|61.8|13.4|46.4|40.3|LCH|61.8|Lobeline alpha (-) hydrochoride|True|CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1
247200|1|247200:01:04_30.00|30|102|26.3|0|0|52.7|0|58|31.4|70.3|33.1|52.9|29|LCH|70.3|Lobeline alpha (-) hydrochoride|True|CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c1ccccc1
247206|1|247206:01:04_10.00|10|105|10|62.2|8.1|0|68.7|0|0|0|0|0|0|DNA_Synth|68.7|Isoflupredone acetate|True|CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
247206|1|247206:01:04_30.00|30|102|17.3|45.1|10.1|0|45|0|0|0|0|0|0|AKT_PI3K_MTOR|45.1|Isoflupredone acetate|True|CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
247208|1|247208:01:05_30.00|30|86|20.9|0|0|65.2|0|53.1|29.2|60.8|41.4|90.9|51.4|Tubulin|90.9|Vinburnine|True|CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32
247209|1|247209:01:04_30.00|30|93|19.5|0|0|48.3|0|60.5|50.2|55.3|42.4|57.5|31|HDAC|60.5|Quipazine dimaleate salt|False|c1ccc2nc(N3CCNCC3)ccc2c1
247212|1|247212:01:04_10.00|10|97|9.2|47.5|0|12.6|48.8|0|21.3|44.5|2.1|34.6|34.9|DNA_Synth|48.8|Nifedipine|False|COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
247212|1|247212:01:04_30.00|30|91|7.8|51.1|0|0|68.2|0|12.2|30.9|0|0|0|DNA_Synth|68.2|Nifedipine|False|COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
247214|1|247214:01:04_10.00|10|89|46.1|0|0|79.2|0|76.1|1.6|91.4|51.1|68|51.9|LCH|91.4|Chlorpromazine hydrochloride|False|CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
247214|4|247214:04:02_10.00|10|91|43.4|0|0|79.6|0|74.6|13.9|93|53.5|72.6|56.3|LCH|93|Chlorpromazine hydrochloride|False|CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
247215|1|247215:01:04_10.00|10|99|8.1|57.4|17.9|0|74.5|0|0.2|0|0|0|0|DNA_Synth|74.5|Flunisolide|False|CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
247215|1|247215:01:04_30.00|30|108|11.2|50.2|12|0|77|0|0|0|0|0|0|DNA_Synth|77|Flunisolide|False|CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
247216|1|247216:01:04_30.00|30|105|6.7|43.1|0|0|63.2|0|15.4|0|0|0|0|DNA_Synth|63.2|Flurandrenolide|True|CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
247217|2|247217:02:03_30.00|30|95|8.5|0|0|69|0|66.3|18.2|89.1|32.6|64.2|50.5|LCH|89.1|Diphenhydramine (hydrochloride)|False|CN(C)CCOC(c1ccccc1)c1ccccc1
247220|1|247220:01:04_30.00|30|97|8.8|51.5|3.9|0|75.7|0|0|0|0|0|0|DNA_Synth|75.7|Halcinonide|True|CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1
247221|1|247221:01:09_01.00|1|60|21.8|0|0|48.5|0|52.4|4.5|31.2|52.7|53.3|47.7|Tubulin|53.3|Lanatoside C|True|CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
247221|1|247221:01:04_10.00|10|50|42.5|0|3.3|47.2|0|56.2|0|19.7|31.4|54.3|29.1|HDAC|56.2|Lanatoside C|True|CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
247222|1|247222:01:04_30.00|30|88|38.3|9.7|0|59.9|0|59.8|32.6|88.9|35.5|62.8|50.9|LCH|88.9|Benzamil hydrochloride|False|N/C(=N\C(=O)c1nc(Cl)c(N)nc1N)NCc1ccccc1
247222|2|247222:02:03_30.00|30|99|12.3|44.1|0|14.9|0|5.5|34.6|28.5|18.2|20.1|38|AKT_PI3K_MTOR|44.1|Benzamil hydrochloride|False|N/C(=N\C(=O)c1nc(Cl)c(N)nc1N)NCc1ccccc1
247224|1|247224:01:11_03.00|3|95|7.3|1.2|0|25.9|4.3|23.9|24.6|41.6|45.7|43.4|17.3|Protein_Synth|45.7|Avermectin B1a|False|CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)C(O[C@H]3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
247224|1|247224:01:04_10.00|10|83|30.6|11.8|0|61.3|0|56.2|36.7|68.8|44.5|66|62.9|LCH|68.8|Avermectin B1a|False|CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)C(O[C@H]3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
247224|1|247224:01:04_30.00|30|92|35.4|23|0|59.3|0|52.2|35.8|73.8|49.3|62.3|59.7|LCH|73.8|Avermectin B1a|False|CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)C(O[C@H]3C[C@H](OC)C(O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
247225|1|247225:01:05_10.00|10|86|6.7|67.2|0|0|76.6|0|29.4|5.2|0|0|0|DNA_Synth|76.6|Nisoldipine|False|COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
247225|1|247225:01:05_30.00|30|68|52.5|8.6|8.4|1.5|62.4|0|29.1|35.3|7.9|28.2|0|DNA_Synth|62.4|Nisoldipine|False|COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
